method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.0,63.19444444444444,96.25,100.0,1.0,85.53537875413895
scs_symmin,0.0,2.083333333333333,25.0,100.0,0.04,99.81214777799323
scs_indep,0.0,2.083333333333333,25.0,99.99999999999999,0.02,99.81214777799323
if,11.11111111111111,19.444444444444446,92.07920792079209,1.5673103834312898,1.0,94.11396384239197
ocsvm,0.0,50.69444444444444,98.87218045112782,3.8343129023229783,1.0,50.59486627578735
dbscan,0.0,100.0,99.43644333124608,50.0,14.0,0.5635559558868408
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,99.43644334562123
dbscan_tunned_elbow,0.0,0.0,0.0,100.0,0.0,100.0
dbscan_adaptive,100.0,0.0,0.0,50.0,0.0,99.43644334562123
dbscan_adaptive_elbow,0.0,0.0,0.0,100.0,0.0,100.0
kmeans,100.0,14.583333333333334,100.0,26.479848866498738,6.17,83.71947407722473
gmm,0.0,100.0,99.43644333124608,50.0,14.0,0.5635559558868408
kde,100.0,0.0,0.0,50.25188916876574,1.0,99.43644334562123
affprop,0.0,65.97222222222221,98.963133640553,94.44444444444444,0.78,46.21164798736572
