method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,36.11111111111111,63.19444444444444,90.57377049180327,72.53533445284074,1.0,85.59113293886185
scs_symmin,0.0,6.25,20.0,99.55219703330535,0.03,99.44581282325089
scs_indep,11.11111111111111,2.083333333333333,8.571428571428571,99.95801847187239,0.02,99.56896551884711
if,25.0,20.833333333333336,79.8507462686567,3.2185838231178288,1.0,92.85714253783226
ocsvm,2.7777777777777777,59.02777777777778,95.6896551724138,9.008536244052618,1.0,52.09359526634216
dbscan,0.0,100.0,97.78325123152709,50.0,14.0,2.216750383377075
dbscan_tunned,100.0,0.0,0.0,50.0,0.42,97.78325129300356
dbscan_tunned_elbow,22.22222222222222,0.0,0.0,100.0,0.42,99.507389171049
dbscan_adaptive,100.0,0.0,0.0,50.0,2.55,97.78325129300356
dbscan_adaptive_elbow,22.22222222222222,19.444444444444446,91.64179104477613,84.97061293031066,2.55,80.60344755649567
kmeans,100.0,11.805555555555555,100.0,28.683879093198993,7.01,82.57389217615128
gmm,0.0,100.0,97.78325123152709,50.0,14.0,2.216750383377075
kde,100.0,0.0,0.0,50.125944584382864,1.0,97.78325129300356
affprop,0.0,34.02777777777778,89.50437317784257,99.87405541561712,0.72,81.0960590839386
