method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,0.0,66.66666666666666,96.25,99.90204310103555,1.0,85.53537875413895
scs_symmin,0.0,0.0,0.0,100.0,0.05,100.0
scs_indep,0.0,0.0,0.0,100.0,0.02,100.0
if,0.0,11.805555555555555,86.95652173913044,0.3988245172124273,1.0,96.24295569956303
ocsvm,0.0,49.30555555555556,98.875,6.661069129582983,1.0,50.46963095664978
dbscan,0.0,100.0,99.43644333124608,50.0,14.0,0.5635559558868408
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,99.43644334562123
dbscan_tunned_elbow,0.0,0.0,0.0,100.0,0.0,100.0
dbscan_adaptive,100.0,0.0,0.0,50.0,0.0,99.43644334562123
dbscan_adaptive_elbow,0.0,0.0,0.0,100.0,0.0,100.0
kmeans,100.0,14.583333333333334,100.0,26.479848866498738,6.17,83.71947407722473
gmm,0.0,100.0,99.43644333124608,50.0,14.0,0.5635559558868408
kde,100.0,0.0,0.0,50.125944584382864,1.0,99.43644334562123
affprop,0.0,88.88888888888889,99.37673130193906,79.13168205989365,0.97,10.14401912689209
